item_id,rating_count,average_rating,rating_std,five_star_count,one_star_count,five_star_ratio,concentration_score,max_ratings_in_5min,velocity_score,suspicious_user_ratings,campaign_score,manipulation_score,rating_risk
I484,13,3.230769230769231,1.5892265495016833,4,2,0.3076923076923077,30.76923076923077,1,10.0,0.0,0.0,15.307692307692308,LOW RISK
I485,4,2.5,1.9148542155126762,1,2,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I486,12,3.4166666666666665,1.5642792899510298,5,1,0.4166666666666667,41.66666666666667,1,10.0,0.0,0.0,19.666666666666668,LOW RISK
I487,12,3.1666666666666665,1.2673044646258476,2,1,0.16666666666666666,16.666666666666664,1,10.0,1.0,12.5,13.416666666666666,LOW RISK
I488,10,2.1,1.1972189997378646,1,3,0.1,10.0,1,10.0,0.0,0.0,7.0,LOW RISK
I489,8,3.0,1.6903085094570334,3,1,0.375,37.5,1,10.0,0.0,0.0,18.0,LOW RISK
I49,12,3.5,1.5666989036012806,3,3,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I490,8,3.625,1.407885953173359,3,1,0.375,37.5,1,10.0,0.0,0.0,18.0,LOW RISK
I491,10,3.2,1.3165611772087666,2,1,0.2,20.0,1,10.0,0.0,0.0,11.0,LOW RISK
I492,11,3.727272727272727,1.3483997249264843,4,1,0.36363636363636365,36.36363636363637,1,10.0,0.0,0.0,17.545454545454547,LOW RISK
I493,10,2.7,1.1595018087284057,0,2,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I494,14,2.0714285714285716,1.3280573269766118,1,7,0.07142857142857142,7.142857142857142,1,10.0,0.0,0.0,5.857142857142858,LOW RISK
I495,10,2.6,1.1737877907772671,0,2,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I496,20,2.85,1.5985190514644287,5,6,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I497,11,2.727272727272727,1.4206272622267313,1,3,0.09090909090909091,9.090909090909092,1,10.0,0.0,0.0,6.636363636363637,LOW RISK
I498,9,2.0,1.118033988749895,0,4,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I499,9,3.5555555555555554,1.5898986690282426,4,1,0.4444444444444444,44.44444444444444,1,10.0,1.0,12.5,24.52777777777778,LOW RISK
I5,10,2.4,0.9660917830792958,0,2,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I50,14,3.4285714285714284,1.3424596091494903,3,1,0.21428571428571427,21.428571428571427,1,10.0,0.0,0.0,11.571428571428571,LOW RISK
I51,11,2.6363636363636362,1.2862913567871994,1,2,0.09090909090909091,9.090909090909092,1,10.0,1.0,12.5,10.386363636363637,LOW RISK
I52,15,2.466666666666667,1.2459458063579458,1,4,0.06666666666666667,6.666666666666667,1,10.0,0.0,0.0,5.666666666666667,LOW RISK
I53,3,3.0,1.0,0,0,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I54,10,2.4,1.2649110640673518,0,3,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I55,11,2.6363636363636362,1.6292775867068985,2,4,0.18181818181818182,18.181818181818183,1,10.0,0.0,0.0,10.272727272727273,LOW RISK
I56,16,3.1875,1.6418993066973788,5,4,0.3125,31.25,1,10.0,0.0,0.0,15.5,LOW RISK
I57,8,3.75,1.3887301496588271,3,1,0.375,37.5,1,10.0,0.0,0.0,18.0,LOW RISK
I58,13,3.3846153846153846,1.325296290046213,2,2,0.15384615384615385,15.384615384615385,1,10.0,0.0,0.0,9.153846153846153,LOW RISK
I59,5,4.0,1.224744871391589,2,0,0.4,40.0,1,10.0,0.0,0.0,19.0,LOW RISK
I6,16,2.8125,1.6007810593582121,4,4,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I60,14,2.4285714285714284,1.3985864135061359,2,5,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I61,8,2.25,1.164964745021435,0,2,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I62,7,2.857142857142857,1.3451854182690985,1,1,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I63,7,3.142857142857143,2.0354009783964297,3,3,0.42857142857142855,42.857142857142854,1,10.0,0.0,0.0,20.142857142857142,LOW RISK
I64,13,2.8461538461538463,1.4632243987255136,3,2,0.23076923076923078,23.076923076923077,1,10.0,0.0,0.0,12.230769230769232,LOW RISK
I65,11,3.1818181818181817,1.4709304414677,3,1,0.2727272727272727,27.27272727272727,1,10.0,0.0,0.0,13.909090909090908,LOW RISK
I66,8,3.625,1.3024701806293193,3,0,0.375,37.5,1,10.0,0.0,0.0,18.0,LOW RISK
I67,16,2.0,1.2649110640673518,1,7,0.0625,6.25,1,10.0,0.0,0.0,5.5,LOW RISK
I68,12,3.0,1.5374122295716146,2,3,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I69,8,3.25,1.4880476182856899,2,1,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I7,7,3.2857142857142856,1.3801311186847083,2,0,0.2857142857142857,28.57142857142857,1,10.0,0.0,0.0,14.428571428571429,LOW RISK
I70,9,2.6666666666666665,1.4142135623730951,1,2,0.1111111111111111,11.11111111111111,1,10.0,0.0,0.0,7.444444444444445,LOW RISK
I71,10,1.9,1.286683937707919,0,6,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I72,9,3.888888888888889,1.3642254619787417,4,1,0.4444444444444444,44.44444444444444,1,10.0,0.0,0.0,20.77777777777778,LOW RISK
I73,13,3.3076923076923075,1.702185623672077,5,3,0.38461538461538464,38.46153846153847,1,10.0,1.0,12.5,22.134615384615387,LOW RISK
I74,8,3.25,1.4880476182856899,2,1,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I75,14,2.642857142857143,1.691933025458562,4,5,0.2857142857142857,28.57142857142857,1,10.0,0.0,0.0,14.428571428571429,LOW RISK
I76,10,1.8,1.3165611772087666,1,6,0.1,10.0,1,10.0,0.0,0.0,7.0,LOW RISK
I77,10,3.3,1.4944341180973264,3,1,0.3,30.0,1,10.0,0.0,0.0,15.0,LOW RISK
I78,9,3.2222222222222223,1.7159383568311668,3,2,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I79,6,3.0,1.6733200530681511,1,2,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I8,8,3.375,1.7677669529663687,4,1,0.5,50.0,1,10.0,0.0,0.0,23.0,LOW RISK
I80,14,3.357142857142857,1.549547966698321,5,2,0.35714285714285715,35.714285714285715,1,10.0,0.0,0.0,17.285714285714285,LOW RISK
I81,15,3.2666666666666666,1.3870146083619752,3,2,0.2,20.0,1,10.0,0.0,0.0,11.0,LOW RISK
I82,9,3.3333333333333335,1.414213562373095,3,0,0.3333333333333333,33.33333333333333,1,10.0,0.0,0.0,16.333333333333332,LOW RISK
I83,15,2.8666666666666667,1.245945806357946,2,2,0.13333333333333333,13.333333333333334,1,10.0,0.0,0.0,8.333333333333334,LOW RISK
I84,8,3.0,1.6035674514745464,2,2,0.25,25.0,1,10.0,0.0,0.0,13.0,LOW RISK
I85,9,3.2222222222222223,1.3944333775567925,2,1,0.2222222222222222,22.22222222222222,1,10.0,0.0,0.0,11.88888888888889,LOW RISK
I86,7,2.4285714285714284,1.3972762620115438,1,2,0.14285714285714285,14.285714285714285,1,10.0,1.0,12.5,12.464285714285715,LOW RISK
I87,12,2.8333333333333335,1.4668044012461756,2,3,0.16666666666666666,16.666666666666664,1,10.0,0.0,0.0,9.666666666666666,LOW RISK
I88,12,2.6666666666666665,1.3026778945578592,1,2,0.08333333333333333,8.333333333333332,1,10.0,1.0,12.5,10.083333333333332,LOW RISK
I89,8,2.375,1.4078859531733587,1,3,0.125,12.5,1,10.0,0.0,0.0,8.0,LOW RISK
I9,8,2.875,1.246423454758225,1,1,0.125,12.5,1,10.0,0.0,0.0,8.0,LOW RISK
I90,12,2.4166666666666665,1.3113721705515065,0,4,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I91,7,2.857142857142857,1.3451854182690985,1,1,0.14285714285714285,14.285714285714285,1,10.0,0.0,0.0,8.714285714285715,LOW RISK
I92,14,2.7142857142857144,1.5898026693500447,3,4,0.21428571428571427,21.428571428571427,1,10.0,0.0,0.0,11.571428571428571,LOW RISK
I93,8,2.875,1.3562026818605377,1,1,0.125,12.5,1,10.0,0.0,0.0,8.0,LOW RISK
I94,11,3.1818181818181817,1.662418829187267,3,3,0.2727272727272727,27.27272727272727,1,10.0,0.0,0.0,13.909090909090908,LOW RISK
I95,13,3.230769230769231,1.5892265495016833,3,3,0.23076923076923078,23.076923076923077,1,10.0,0.0,0.0,12.230769230769232,LOW RISK
I96,5,3.0,1.5811388300841898,1,1,0.2,20.0,1,10.0,0.0,0.0,11.0,LOW RISK
I97,9,2.5555555555555554,1.2360330811826103,0,2,0.0,0.0,1,10.0,0.0,0.0,3.0,LOW RISK
I98,11,3.3636363636363638,1.3618169680781094,3,1,0.2727272727272727,27.27272727272727,1,10.0,0.0,0.0,13.909090909090908,LOW RISK
I99,8,3.0,1.3093073414159542,1,1,0.125,12.5,1,10.0,0.0,0.0,8.0,LOW RISK
