comment_id,user_id,item_id,text,timestamp,normalized_text,spam_probability,spam,text_frequency,duplicate,comment_risk_score
C2812,U645,I230,The information presented here is useful. Reference 2812,2026-06-03 20:50:31.819789,the information presented here is useful reference 2812,0.0,0,1,0,0.0
C2813,U488,I358,I learned something useful about education here. Reference 2813,2026-06-06 23:01:31.819803,i learned something useful about education here reference 2813,0.0,0,1,0,0.0
C2814,U784,I301,This was a surprisingly interesting post. Reference 2814,2026-07-28 23:22:31.819817,this was a surprisingly interesting post reference 2814,0.0,0,1,0,0.0
C2815,U917,I3,Thanks for sharing this information. Reference 2815,2026-06-11 11:48:31.819830,thanks for sharing this information reference 2815,0.0,0,1,0,0.0
C2816,U664,I232,The information presented here is useful. Reference 2816,2026-07-02 21:52:31.819844,the information presented here is useful reference 2816,0.0,0,1,0,0.0
C2817,U180,I260,Thanks for sharing this information. Reference 2817,2026-08-03 00:18:31.819857,thanks for sharing this information reference 2817,0.0,0,1,0,0.0
C2818,U237,I152,I think this could be improved. Reference 2818,2026-08-07 10:29:31.819871,i think this could be improved reference 2818,0.0,0,1,0,0.0
C2819,U577,I265,This was a surprisingly interesting post. Reference 2819,2026-07-16 20:49:31.819884,this was a surprisingly interesting post reference 2819,0.0,0,1,0,0.0
C2820,U330,I196,This is worth discussing further. Reference 2820,2026-07-29 19:09:31.819898,this is worth discussing further reference 2820,0.0,0,1,0,0.0
C2821,U42,I416,The explanation of fashion was very clear. Reference 2821,2026-06-25 13:54:31.819912,the explanation of fashion was very clear reference 2821,0.0,0,1,0,0.0
C2822,U284,I294,Thanks for sharing this information. Reference 2822,2026-08-02 18:41:31.819925,thanks for sharing this information reference 2822,0.0,0,1,0,0.0
C2823,U355,I145,I learned something useful about gaming here. Reference 2823,2026-07-16 15:10:31.819941,i learned something useful about gaming here reference 2823,0.0,0,1,0,0.0
C2824,U280,I249,I think this could be improved. Reference 2824,2026-07-27 10:05:31.819954,i think this could be improved reference 2824,0.0,0,1,0,0.0
C2825,U295,I480,I have a different opinion about gaming. Reference 2825,2026-07-21 17:52:31.819968,i have a different opinion about gaming reference 2825,0.0,0,1,0,0.0
C2826,U682,I142,I learned something useful about gaming here. Reference 2826,2026-07-24 00:07:31.819982,i learned something useful about gaming here reference 2826,0.0,0,1,0,0.0
C2827,U565,I429,This was a surprisingly interesting post. Reference 2827,2026-08-09 08:14:31.819996,this was a surprisingly interesting post reference 2827,0.0,0,1,0,0.0
C2828,U612,I462,I really enjoyed this post about sports. Reference 2828,2026-08-11 05:25:31.820010,i really enjoyed this post about sports reference 2828,0.0,0,1,0,0.0
C2829,U500,I426,I really enjoyed this post about music. Reference 2829,2026-07-24 08:12:31.820023,i really enjoyed this post about music reference 2829,0.0,0,1,0,0.0
C2830,U288,I482,Thanks for sharing this information. Reference 2830,2026-06-06 04:42:31.820037,thanks for sharing this information reference 2830,0.0,0,1,0,0.0
C2831,U455,I266,I learned something useful about food here. Reference 2831,2026-07-15 23:40:31.820051,i learned something useful about food here reference 2831,0.0,0,1,0,0.0
C2832,U940,I56,This is an interesting perspective on food. Reference 2832,2026-07-03 11:41:31.820065,this is an interesting perspective on food reference 2832,0.0,0,1,0,0.0
C2833,U505,I134,This is an interesting perspective on education. Reference 2833,2026-07-17 11:41:31.820080,this is an interesting perspective on education reference 2833,0.0,0,1,0,0.0
C2834,U749,I342,This is an interesting perspective on music. Reference 2834,2026-08-04 15:15:31.820094,this is an interesting perspective on music reference 2834,0.0,0,1,0,0.0
C2835,U762,I406,The explanation of gaming was very clear. Reference 2835,2026-07-13 01:23:31.820108,the explanation of gaming was very clear reference 2835,0.0,0,1,0,0.0
C2836,U160,I259,This is worth discussing further. Reference 2836,2026-07-01 13:22:31.820121,this is worth discussing further reference 2836,0.0,0,1,0,0.0
C2837,U645,I376,This was a surprisingly interesting post. Reference 2837,2026-06-08 11:56:31.820135,this was a surprisingly interesting post reference 2837,0.0,0,1,0,0.0
C2838,U704,I161,I really enjoyed this post about fashion. Reference 2838,2026-08-02 16:34:31.820149,i really enjoyed this post about fashion reference 2838,0.0,0,1,0,0.0
C2839,U954,I361,This was a surprisingly interesting post. Reference 2839,2026-07-25 12:03:31.820166,this was a surprisingly interesting post reference 2839,0.0,0,1,0,0.0
C2840,U861,I285,I really enjoyed this post about technology. Reference 2840,2026-07-20 10:46:31.820180,i really enjoyed this post about technology reference 2840,0.0,0,1,0,0.0
C2841,U140,I300,The information presented here is useful. Reference 2841,2026-06-11 13:01:31.820193,the information presented here is useful reference 2841,0.0,0,1,0,0.0
C2842,U200,I135,I think this could be improved. Reference 2842,2026-06-28 17:33:31.820207,i think this could be improved reference 2842,0.0,0,1,0,0.0
C2843,U833,I95,I think this could be improved. Reference 2843,2026-07-30 20:04:31.820220,i think this could be improved reference 2843,0.0,0,1,0,0.0
C2844,U203,I325,This is an interesting perspective on sports. Reference 2844,2026-08-11 12:59:31.820234,this is an interesting perspective on sports reference 2844,0.0,0,1,0,0.0
C2845,U444,I34,Click here for amazing deals,2026-06-08 04:59:31.820248,click here for amazing deals,0.5,1,53,1,72.50000000000001
C2846,U182,I19,The information presented here is useful. Reference 2846,2026-06-17 00:02:31.820261,the information presented here is useful reference 2846,0.0,0,1,0,0.0
C2847,U389,I323,Thanks for sharing this information. Reference 2847,2026-06-14 18:52:31.820275,thanks for sharing this information reference 2847,0.0,0,1,0,0.0
C2848,U357,I247,This was a surprisingly interesting post. Reference 2848,2026-07-15 12:24:31.820288,this was a surprisingly interesting post reference 2848,0.0,0,1,0,0.0
C2849,U860,I118,Best product ever buy now,2026-06-28 05:04:31.820302,best product ever buy now,0.5,1,75,1,72.50000000000001
C2850,U815,I322,The information presented here is useful. Reference 2850,2026-06-23 08:52:31.820315,the information presented here is useful reference 2850,0.0,0,1,0,0.0
C2851,U492,I151,This is an interesting perspective on sports. Reference 2851,2026-08-01 14:30:31.820330,this is an interesting perspective on sports reference 2851,0.0,0,1,0,0.0
C2852,U986,I451,I have a different opinion about fashion. Reference 2852,2026-07-02 03:07:31.820344,i have a different opinion about fashion reference 2852,0.0,0,1,0,0.0
C2853,U333,I126,The information presented here is useful. Reference 2853,2026-07-26 19:04:31.820357,the information presented here is useful reference 2853,0.0,0,1,0,0.0
C2854,U475,I489,This is worth discussing further. Reference 2854,2026-07-11 04:41:31.820371,this is worth discussing further reference 2854,0.0,0,1,0,0.0
C2855,U713,I203,I learned something useful about food here. Reference 2855,2026-06-28 07:21:31.820385,i learned something useful about food here reference 2855,0.0,0,1,0,0.0
C2856,U615,I210,The explanation of technology was very clear. Reference 2856,2026-07-16 08:26:31.820399,the explanation of technology was very clear reference 2856,0.0,0,1,0,0.0
C2857,U274,I259,The explanation of fashion was very clear. Reference 2857,2026-08-06 07:09:31.820412,the explanation of fashion was very clear reference 2857,0.0,0,1,0,0.0
C2858,U575,I395,This is worth discussing further. Reference 2858,2026-06-11 09:26:31.820426,this is worth discussing further reference 2858,0.0,0,1,0,0.0
C2859,U325,I210,The information presented here is useful. Reference 2859,2026-07-04 03:07:31.820439,the information presented here is useful reference 2859,0.0,0,1,0,0.0
C2860,U408,I133,I really enjoyed this post about movies. Reference 2860,2026-06-28 15:22:31.820453,i really enjoyed this post about movies reference 2860,0.0,0,1,0,0.0
C2861,U745,I112,Best deal available now,2026-07-14 18:01:31.820466,best deal available now,0.5,1,52,1,72.50000000000001
C2862,U458,I209,The explanation of education was very clear. Reference 2862,2026-06-24 01:02:31.820480,the explanation of education was very clear reference 2862,0.0,0,1,0,0.0
C2863,U211,I399,This is an interesting perspective on music. Reference 2863,2026-07-31 01:42:31.820494,this is an interesting perspective on music reference 2863,0.0,0,1,0,0.0
C2864,U619,I276,I really enjoyed this post about technology. Reference 2864,2026-07-08 07:38:31.820507,i really enjoyed this post about technology reference 2864,0.0,0,1,0,0.0
C2865,U92,I399,This is worth discussing further. Reference 2865,2026-06-22 12:10:31.820523,this is worth discussing further reference 2865,0.0,0,1,0,0.0
C2866,U64,I335,I really enjoyed this post about sports. Reference 2866,2026-07-09 20:58:31.820537,i really enjoyed this post about sports reference 2866,0.0,0,1,0,0.0
C2867,U548,I101,I learned something useful about fashion here. Reference 2867,2026-06-07 11:52:31.820551,i learned something useful about fashion here reference 2867,0.0,0,1,0,0.0
C2868,U234,I148,I learned something useful about music here. Reference 2868,2026-07-12 15:48:31.820568,i learned something useful about music here reference 2868,0.0,0,1,0,0.0
C2869,U423,I110,This was a surprisingly interesting post. Reference 2869,2026-08-10 14:11:31.820581,this was a surprisingly interesting post reference 2869,0.0,0,1,0,0.0
C2870,U36,I432,I really enjoyed this post about gaming. Reference 2870,2026-06-27 04:26:31.820595,i really enjoyed this post about gaming reference 2870,0.0,0,1,0,0.0
C2871,U407,I405,I think this could be improved. Reference 2871,2026-07-28 13:07:31.820609,i think this could be improved reference 2871,0.0,0,1,0,0.0
C2872,U289,I154,I really enjoyed this post about sports. Reference 2872,2026-06-15 08:19:31.820623,i really enjoyed this post about sports reference 2872,0.0,0,1,0,0.0
C2873,U790,I352,The explanation of technology was very clear. Reference 2873,2026-07-18 00:47:31.820636,the explanation of technology was very clear reference 2873,0.0,0,1,0,0.0
C2874,U767,I63,The information presented here is useful. Reference 2874,2026-07-30 21:23:31.820650,the information presented here is useful reference 2874,0.0,0,1,0,0.0
C2875,U837,I379,I have a different opinion about gaming. Reference 2875,2026-08-04 20:48:31.820666,i have a different opinion about gaming reference 2875,0.0,0,1,0,0.0
C2876,U75,I258,The information presented here is useful. Reference 2876,2026-08-10 11:46:31.820682,the information presented here is useful reference 2876,0.0,0,1,0,0.0
C2877,U760,I425,This was a surprisingly interesting post. Reference 2877,2026-08-03 03:14:31.820696,this was a surprisingly interesting post reference 2877,0.0,0,1,0,0.0
C2878,U753,I301,The information presented here is useful. Reference 2878,2026-06-17 16:49:31.820710,the information presented here is useful reference 2878,0.0,0,1,0,0.0
C2879,U879,I159,This is worth discussing further. Reference 2879,2026-06-26 04:43:31.820725,this is worth discussing further reference 2879,0.0,0,1,0,0.0
C2880,U761,I11,I have a different opinion about movies. Reference 2880,2026-07-01 01:29:31.820740,i have a different opinion about movies reference 2880,0.0,0,1,0,0.0
C2881,U207,I51,I have a different opinion about food. Reference 2881,2026-07-08 13:19:31.820754,i have a different opinion about food reference 2881,0.0,0,1,0,0.0
C2882,U298,I219,This is an interesting perspective on sports. Reference 2882,2026-07-05 20:20:31.820768,this is an interesting perspective on sports reference 2882,0.0,0,1,0,0.0
C2883,U574,I142,I think this could be improved. Reference 2883,2026-06-08 20:31:31.820781,i think this could be improved reference 2883,0.0,0,1,0,0.0
C2884,U546,I259,The explanation of fashion was very clear. Reference 2884,2026-08-10 06:22:31.820795,the explanation of fashion was very clear reference 2884,0.0,0,1,0,0.0
C2885,U508,I372,The information presented here is useful. Reference 2885,2026-06-03 09:50:31.820809,the information presented here is useful reference 2885,0.0,0,1,0,0.0
C2886,U559,I365,This is an interesting perspective on food. Reference 2886,2026-07-22 10:30:31.820823,this is an interesting perspective on food reference 2886,0.0,0,1,0,0.0
C2887,U591,I499,Amazing product buy now,2026-07-21 16:55:31.820836,amazing product buy now,1.0,1,69,1,100.0
C2888,U457,I189,I think this could be improved. Reference 2888,2026-06-14 07:43:31.820850,i think this could be improved reference 2888,0.0,0,1,0,0.0
C2889,U318,I170,I learned something useful about gaming here. Reference 2889,2026-08-03 03:36:31.820863,i learned something useful about gaming here reference 2889,0.0,0,1,0,0.0
C2890,U574,I86,The explanation of food was very clear. Reference 2890,2026-06-18 19:39:31.820877,the explanation of food was very clear reference 2890,0.0,0,1,0,0.0
C2891,U255,I42,I learned something useful about fashion here. Reference 2891,2026-06-16 17:14:31.820891,i learned something useful about fashion here reference 2891,0.0,0,1,0,0.0
C2892,U858,I242,This was a surprisingly interesting post. Reference 2892,2026-08-06 11:14:31.820906,this was a surprisingly interesting post reference 2892,0.0,0,1,0,0.0
C2893,U785,I252,I have a different opinion about fashion. Reference 2893,2026-07-14 11:35:31.820919,i have a different opinion about fashion reference 2893,0.0,0,1,0,0.0
C2894,U758,I172,I learned something useful about technology here. Reference 2894,2026-07-13 13:46:31.820933,i learned something useful about technology here reference 2894,0.0,0,1,0,0.0
C2895,U705,I289,Thanks for sharing this information. Reference 2895,2026-08-11 07:48:31.820947,thanks for sharing this information reference 2895,0.0,0,1,0,0.0
C2896,U274,I353,The explanation of food was very clear. Reference 2896,2026-06-23 04:07:31.820963,the explanation of food was very clear reference 2896,0.0,0,1,0,0.0
C2897,U511,I160,The explanation of music was very clear. Reference 2897,2026-06-30 20:06:31.820979,the explanation of music was very clear reference 2897,0.0,0,1,0,0.0
C2898,U725,I247,This was a surprisingly interesting post. Reference 2898,2026-08-02 06:30:31.820993,this was a surprisingly interesting post reference 2898,0.0,0,1,0,0.0
C2899,U435,I358,This is an interesting perspective on fashion. Reference 2899,2026-07-31 05:55:31.821008,this is an interesting perspective on fashion reference 2899,0.0,0,1,0,0.0
C2900,U775,I6,I learned something useful about gaming here. Reference 2900,2026-07-27 16:55:31.821022,i learned something useful about gaming here reference 2900,0.0,0,1,0,0.0
C2901,U202,I224,This is an interesting perspective on technology. Reference 2901,2026-07-04 05:20:31.821036,this is an interesting perspective on technology reference 2901,0.0,0,1,0,0.0
C2902,U507,I87,This was a surprisingly interesting post. Reference 2902,2026-07-30 02:26:31.821050,this was a surprisingly interesting post reference 2902,0.0,0,1,0,0.0
C2903,U766,I447,This was a surprisingly interesting post. Reference 2903,2026-07-06 11:28:31.821063,this was a surprisingly interesting post reference 2903,0.0,0,1,0,0.0
C2904,U9,I151,This is an interesting perspective on fashion. Reference 2904,2026-07-16 01:14:31.821077,this is an interesting perspective on fashion reference 2904,0.0,0,1,0,0.0
C2905,U737,I472,I have a different opinion about music. Reference 2905,2026-06-16 20:16:31.821091,i have a different opinion about music reference 2905,0.0,0,1,0,0.0
C2906,U910,I190,Thanks for sharing this information. Reference 2906,2026-07-29 22:50:31.821105,thanks for sharing this information reference 2906,0.0,0,1,0,0.0
C2907,U297,I267,The explanation of music was very clear. Reference 2907,2026-06-25 13:22:31.821119,the explanation of music was very clear reference 2907,0.0,0,1,0,0.0
C2908,U619,I128,I think this could be improved. Reference 2908,2026-07-23 15:52:31.821134,i think this could be improved reference 2908,0.0,0,1,0,0.0
C2909,U958,I169,I learned something useful about education here. Reference 2909,2026-06-25 02:27:31.821149,i learned something useful about education here reference 2909,0.0,0,1,0,0.0
C2910,U732,I424,I think this could be improved. Reference 2910,2026-07-13 21:58:31.821162,i think this could be improved reference 2910,0.0,0,1,0,0.0
C2911,U426,I91,I learned something useful about food here. Reference 2911,2026-08-05 17:30:31.821176,i learned something useful about food here reference 2911,0.0,0,1,0,0.0
C2912,U5,I159,The explanation of sports was very clear. Reference 2912,2026-06-09 15:49:31.821190,the explanation of sports was very clear reference 2912,0.0,0,1,0,0.0
C2913,U96,I275,I think this could be improved. Reference 2913,2026-08-03 05:04:31.821204,i think this could be improved reference 2913,0.0,0,1,0,0.0
C2914,U62,I319,I think this could be improved. Reference 2914,2026-08-05 18:07:31.821217,i think this could be improved reference 2914,0.0,0,1,0,0.0
C2915,U358,I325,This was a surprisingly interesting post. Reference 2915,2026-07-11 10:24:31.821231,this was a surprisingly interesting post reference 2915,0.0,0,1,0,0.0
C2916,U643,I7,The explanation of movies was very clear. Reference 2916,2026-07-16 23:09:31.821244,the explanation of movies was very clear reference 2916,0.0,0,1,0,0.0
C2917,U840,I466,The information presented here is useful. Reference 2917,2026-07-09 09:39:31.821258,the information presented here is useful reference 2917,0.0,0,1,0,0.0
C2918,U639,I392,The information presented here is useful. Reference 2918,2026-06-21 18:12:31.821271,the information presented here is useful reference 2918,0.0,0,1,0,0.0
C2919,U554,I328,The explanation of gaming was very clear. Reference 2919,2026-06-18 21:20:31.821285,the explanation of gaming was very clear reference 2919,0.0,0,1,0,0.0
C2920,U156,I52,The explanation of movies was very clear. Reference 2920,2026-07-26 14:25:31.821299,the explanation of movies was very clear reference 2920,0.0,0,1,0,0.0
C2921,U269,I288,This is an interesting perspective on education. Reference 2921,2026-06-25 06:57:31.821312,this is an interesting perspective on education reference 2921,0.0,0,1,0,0.0
C2922,U601,I330,The information presented here is useful. Reference 2922,2026-06-20 10:26:31.821326,the information presented here is useful reference 2922,0.0,0,1,0,0.0
C2923,U790,I436,Thanks for sharing this information. Reference 2923,2026-06-05 17:24:31.821339,thanks for sharing this information reference 2923,0.0,0,1,0,0.0
C2924,U892,I315,I think this could be improved. Reference 2924,2026-07-27 12:45:31.821355,i think this could be improved reference 2924,0.0,0,1,0,0.0
C2925,U2,I401,The explanation of sports was very clear. Reference 2925,2026-08-03 12:27:31.821369,the explanation of sports was very clear reference 2925,0.0,0,1,0,0.0
C2926,U951,I411,Thanks for sharing this information. Reference 2926,2026-07-29 18:52:31.821382,thanks for sharing this information reference 2926,0.0,0,1,0,0.0
C2927,U168,I243,I really enjoyed this post about music. Reference 2927,2026-08-04 18:03:31.821396,i really enjoyed this post about music reference 2927,0.0,0,1,0,0.0
C2928,U917,I496,I really enjoyed this post about education. Reference 2928,2026-06-26 06:08:31.821410,i really enjoyed this post about education reference 2928,0.0,0,1,0,0.0
C2929,U826,I225,The information presented here is useful. Reference 2929,2026-07-13 01:26:31.821426,the information presented here is useful reference 2929,0.0,0,1,0,0.0
C2930,U309,I256,This is an interesting perspective on sports. Reference 2930,2026-06-21 20:19:31.821440,this is an interesting perspective on sports reference 2930,0.0,0,1,0,0.0
C2931,U402,I193,The information presented here is useful. Reference 2931,2026-07-10 12:29:31.821453,the information presented here is useful reference 2931,0.0,0,1,0,0.0
C2932,U319,I429,This was a surprisingly interesting post. Reference 2932,2026-06-24 12:40:31.821467,this was a surprisingly interesting post reference 2932,0.0,0,1,0,0.0
C2933,U80,I452,Thanks for sharing this information. Reference 2933,2026-07-27 17:05:31.821480,thanks for sharing this information reference 2933,0.0,0,1,0,0.0
C2934,U968,I324,I have a different opinion about education. Reference 2934,2026-07-03 00:48:31.821494,i have a different opinion about education reference 2934,0.0,0,1,0,0.0
C2935,U573,I226,I think this could be improved. Reference 2935,2026-06-10 10:46:31.821507,i think this could be improved reference 2935,0.0,0,1,0,0.0
C2936,U123,I285,The information presented here is useful. Reference 2936,2026-07-26 15:06:31.821523,the information presented here is useful reference 2936,0.0,0,1,0,0.0
C2937,U25,I443,This is worth discussing further. Reference 2937,2026-06-11 20:15:31.821536,this is worth discussing further reference 2937,0.0,0,1,0,0.0
C2938,U354,I372,The information presented here is useful. Reference 2938,2026-06-16 16:10:31.821550,the information presented here is useful reference 2938,0.0,0,1,0,0.0
C2939,U573,I448,The explanation of fashion was very clear. Reference 2939,2026-07-08 18:31:31.821565,the explanation of fashion was very clear reference 2939,0.0,0,1,0,0.0
C2940,U183,I477,I really enjoyed this post about sports. Reference 2940,2026-07-02 14:14:31.821580,i really enjoyed this post about sports reference 2940,0.0,0,1,0,0.0
C2941,U369,I269,The explanation of technology was very clear. Reference 2941,2026-06-19 11:26:31.821593,the explanation of technology was very clear reference 2941,0.0,0,1,0,0.0
C2942,U317,I168,This is an interesting perspective on music. Reference 2942,2026-07-19 17:38:31.821607,this is an interesting perspective on music reference 2942,0.0,0,1,0,0.0
C2943,U514,I471,I really enjoyed this post about movies. Reference 2943,2026-08-08 18:44:31.821621,i really enjoyed this post about movies reference 2943,0.0,0,1,0,0.0
C2944,U662,I140,I think this could be improved. Reference 2944,2026-08-07 20:02:31.821634,i think this could be improved reference 2944,0.0,0,1,0,0.0
C2945,U712,I360,I have a different opinion about movies. Reference 2945,2026-06-15 22:03:31.821648,i have a different opinion about movies reference 2945,0.0,0,1,0,0.0
C2946,U58,I497,Thanks for sharing this information. Reference 2946,2026-06-07 11:25:31.821661,thanks for sharing this information reference 2946,0.0,0,1,0,0.0
C2947,U949,I241,Thanks for sharing this information. Reference 2947,2026-06-28 04:54:31.821675,thanks for sharing this information reference 2947,0.0,0,1,0,0.0
C2948,U177,I242,This was a surprisingly interesting post. Reference 2948,2026-08-08 08:32:31.821689,this was a surprisingly interesting post reference 2948,0.0,0,1,0,0.0
C2949,U378,I14,Thanks for sharing this information. Reference 2949,2026-06-08 14:29:31.821702,thanks for sharing this information reference 2949,0.0,0,1,0,0.0
C2950,U753,I90,I learned something useful about gaming here. Reference 2950,2026-07-04 15:24:31.821716,i learned something useful about gaming here reference 2950,0.0,0,1,0,0.0
C2951,U854,I433,This is an interesting perspective on technology. Reference 2951,2026-07-02 11:24:31.821730,this is an interesting perspective on technology reference 2951,0.0,0,1,0,0.0
C2952,U652,I363,I really enjoyed this post about music. Reference 2952,2026-08-02 23:02:31.821750,i really enjoyed this post about music reference 2952,0.0,0,1,0,0.0
C2953,U878,I278,I have a different opinion about sports. Reference 2953,2026-06-13 04:53:31.821765,i have a different opinion about sports reference 2953,0.0,0,1,0,0.0
C2954,U628,I377,I really enjoyed this post about music. Reference 2954,2026-06-11 15:59:31.821779,i really enjoyed this post about music reference 2954,0.0,0,1,0,0.0
C2955,U868,I460,This is worth discussing further. Reference 2955,2026-06-19 09:59:31.821792,this is worth discussing further reference 2955,0.0,0,1,0,0.0
C2956,U739,I483,This is worth discussing further. Reference 2956,2026-06-12 08:22:31.821806,this is worth discussing further reference 2956,0.0,0,1,0,0.0
C2957,U412,I213,I really enjoyed this post about gaming. Reference 2957,2026-07-25 06:29:31.821820,i really enjoyed this post about gaming reference 2957,0.0,0,1,0,0.0
C2958,U844,I389,This was a surprisingly interesting post. Reference 2958,2026-06-06 11:33:31.821833,this was a surprisingly interesting post reference 2958,0.0,0,1,0,0.0
C2959,U273,I42,I learned something useful about food here. Reference 2959,2026-08-07 18:45:31.821847,i learned something useful about food here reference 2959,0.0,0,1,0,0.0
C2960,U282,I311,The explanation of fashion was very clear. Reference 2960,2026-07-27 02:07:31.821862,the explanation of fashion was very clear reference 2960,0.0,0,1,0,0.0
C2961,U650,I382,I really enjoyed this post about movies. Reference 2961,2026-07-17 21:56:31.821876,i really enjoyed this post about movies reference 2961,0.0,0,1,0,0.0
C2962,U574,I179,This is an interesting perspective on music. Reference 2962,2026-06-30 09:26:31.821890,this is an interesting perspective on music reference 2962,0.0,0,1,0,0.0
C2963,U581,I428,This is an interesting perspective on food. Reference 2963,2026-08-03 19:23:31.821904,this is an interesting perspective on food reference 2963,0.0,0,1,0,0.0
C2964,U119,I470,This is an interesting perspective on education. Reference 2964,2026-06-06 10:15:31.821921,this is an interesting perspective on education reference 2964,0.0,0,1,0,0.0
C2965,U88,I95,This is worth discussing further. Reference 2965,2026-07-27 10:03:31.821935,this is worth discussing further reference 2965,0.0,0,1,0,0.0
C2966,U807,I5,The explanation of music was very clear. Reference 2966,2026-06-30 22:20:31.821949,the explanation of music was very clear reference 2966,0.0,0,1,0,0.0
C2967,U83,I449,The explanation of movies was very clear. Reference 2967,2026-06-10 20:33:31.821963,the explanation of movies was very clear reference 2967,0.0,0,1,0,0.0
C2968,U657,I482,The explanation of education was very clear. Reference 2968,2026-07-14 13:42:31.821977,the explanation of education was very clear reference 2968,0.0,0,1,0,0.0
C2969,U54,I194,I have a different opinion about education. Reference 2969,2026-07-17 10:34:31.821991,i have a different opinion about education reference 2969,0.0,0,1,0,0.0
C2970,U143,I289,This is worth discussing further. Reference 2970,2026-07-22 06:21:31.822004,this is worth discussing further reference 2970,0.0,0,1,0,0.0
C2971,U855,I96,I have a different opinion about sports. Reference 2971,2026-07-26 17:04:31.822017,i have a different opinion about sports reference 2971,0.0,0,1,0,0.0
C2972,U302,I132,I think this could be improved. Reference 2972,2026-08-03 10:06:31.822031,i think this could be improved reference 2972,0.0,0,1,0,0.0
C2973,U501,I181,Thanks for sharing this information. Reference 2973,2026-07-11 01:53:31.822046,thanks for sharing this information reference 2973,0.0,0,1,0,0.0
C2974,U790,I328,This was a surprisingly interesting post. Reference 2974,2026-06-15 09:29:31.822059,this was a surprisingly interesting post reference 2974,0.0,0,1,0,0.0
C2975,U703,I425,I learned something useful about technology here. Reference 2975,2026-06-19 13:32:31.822073,i learned something useful about technology here reference 2975,0.0,0,1,0,0.0
C2976,U394,I79,This was a surprisingly interesting post. Reference 2976,2026-06-08 22:01:31.822087,this was a surprisingly interesting post reference 2976,0.0,0,1,0,0.0
C2977,U444,I177,I have a different opinion about sports. Reference 2977,2026-07-11 16:28:31.822101,i have a different opinion about sports reference 2977,0.0,0,1,0,0.0
C2978,U716,I495,This was a surprisingly interesting post. Reference 2978,2026-08-03 13:43:31.822114,this was a surprisingly interesting post reference 2978,0.0,0,1,0,0.0
C2979,U525,I395,The explanation of movies was very clear. Reference 2979,2026-07-22 23:11:31.822128,the explanation of movies was very clear reference 2979,0.0,0,1,0,0.0
C2980,U478,I133,I really enjoyed this post about gaming. Reference 2980,2026-06-25 18:30:31.822142,i really enjoyed this post about gaming reference 2980,0.0,0,1,0,0.0
C2981,U674,I323,I learned something useful about food here. Reference 2981,2026-07-30 02:33:31.822158,i learned something useful about food here reference 2981,0.0,0,1,0,0.0
C2982,U478,I300,This is worth discussing further. Reference 2982,2026-06-21 12:24:31.822171,this is worth discussing further reference 2982,0.0,0,1,0,0.0
C2983,U386,I337,Thanks for sharing this information. Reference 2983,2026-07-13 11:45:31.822184,thanks for sharing this information reference 2983,0.0,0,1,0,0.0
C2984,U718,I53,This is worth discussing further. Reference 2984,2026-07-28 09:11:31.822198,this is worth discussing further reference 2984,0.0,0,1,0,0.0
C2985,U431,I243,This is worth discussing further. Reference 2985,2026-06-13 20:39:31.822212,this is worth discussing further reference 2985,0.0,0,1,0,0.0
C2986,U924,I51,I learned something useful about music here. Reference 2986,2026-07-14 22:54:31.822225,i learned something useful about music here reference 2986,0.0,0,1,0,0.0
C2987,U166,I239,This was a surprisingly interesting post. Reference 2987,2026-06-04 09:06:31.822239,this was a surprisingly interesting post reference 2987,0.0,0,1,0,0.0
C2988,U22,I224,Thanks for sharing this information. Reference 2988,2026-06-18 19:17:31.822253,thanks for sharing this information reference 2988,0.0,0,1,0,0.0
C2989,U589,I355,The information presented here is useful. Reference 2989,2026-06-29 17:26:31.822266,the information presented here is useful reference 2989,0.0,0,1,0,0.0
C2990,U854,I124,I have a different opinion about music. Reference 2990,2026-06-18 03:12:31.822280,i have a different opinion about music reference 2990,0.0,0,1,0,0.0
C2991,U345,I247,Amazing product buy now,2026-08-08 04:19:31.822293,amazing product buy now,1.0,1,69,1,100.0
C2992,U994,I475,The explanation of gaming was very clear. Reference 2992,2026-07-04 12:19:31.822311,the explanation of gaming was very clear reference 2992,0.0,0,1,0,0.0
C2993,U436,I396,I have a different opinion about fashion. Reference 2993,2026-06-18 20:23:31.822325,i have a different opinion about fashion reference 2993,0.0,0,1,0,0.0
C2994,U29,I83,This was a surprisingly interesting post. Reference 2994,2026-07-15 11:21:31.822339,this was a surprisingly interesting post reference 2994,0.0,0,1,0,0.0
C2995,U907,I305,This was a surprisingly interesting post. Reference 2995,2026-06-21 03:11:31.822352,this was a surprisingly interesting post reference 2995,0.0,0,1,0,0.0
C2996,U769,I71,I learned something useful about music here. Reference 2996,2026-08-06 22:27:31.822366,i learned something useful about music here reference 2996,0.0,0,1,0,0.0
C2997,U993,I46,I have a different opinion about education. Reference 2997,2026-07-11 07:54:31.822380,i have a different opinion about education reference 2997,0.0,0,1,0,0.0
C2998,U469,I202,I learned something useful about food here. Reference 2998,2026-08-11 18:08:31.822394,i learned something useful about food here reference 2998,0.0,0,1,0,0.0
C2999,U674,I75,The explanation of education was very clear. Reference 2999,2026-07-15 09:49:31.822408,the explanation of education was very clear reference 2999,0.0,0,1,0,0.0
C3000,U314,I41,I learned something useful about sports here. Reference 3000,2026-07-24 07:49:31.822422,i learned something useful about sports here reference 3000,0.0,0,1,0,0.0
